location_id,collapsed_measure,num_home_users,timeframe
01001,1.013764711458739,2051.0,typical_activity
01003,1.0156454218551008,7146.0,typical_activity
01005,1.0190760031228292,445.0,typical_activity
01007,1.0594619163058994,638.0,typical_activity
01009,1.1155861219242893,2084.0,typical_activity
01011,1.091755612135842,108.0,typical_activity
01013,1.1170436192099897,369.0,typical_activity
01015,1.1922827007156866,3364.0,typical_activity
01017,1.01792392371741,792.0,typical_activity
01019,1.0634808780863636,665.0,typical_activity
01021,1.019252240742365,1391.0,typical_activity
01023,1.1608350214841774,283.0,typical_activity
01025,1.0740932478995262,503.0,typical_activity
01027,1.0984619101833801,285.0,typical_activity
01029,1.0772427211985816,384.0,typical_activity
01031,1.1047654407477698,1620.0,typical_activity
01033,1.0166086247622634,1780.0,typical_activity
01035,1.0474371263215645,147.0,typical_activity
01037,1.059872599873582,219.0,typical_activity
01039,1.0175077644698258,1161.0,typical_activity
01041,1.1132967714254842,409.0,typical_activity
01043,1.412226568584373,2492.0,typical_activity
01045,1.0117030071666027,1220.0,typical_activity
01047,1.1559770512607017,607.0,typical_activity
01049,1.0557337504555577,1679.0,typical_activity
01051,0.9989265967772851,3256.0,typical_activity
01053,1.0319389272613864,658.0,typical_activity
01055,1.015986729604937,3025.0,typical_activity
01057,1.166810840598111,453.0,typical_activity
01059,1.0212263126594654,685.0,typical_activity
01061,1.0284886528333217,766.0,typical_activity
01063,1.0387599100245106,71.0,typical_activity
01065,1.191515635802135,308.0,typical_activity
01067,1.032240807869513,488.0,typical_activity
01069,0.985208867023645,3346.0,typical_activity
01071,1.0461239974554466,1256.0,typical_activity
01073,1.0433603419830495,18639.0,typical_activity
01075,1.0174785363760968,510.0,typical_activity
01077,1.02542385842687,3437.0,typical_activity
01079,1.0711221444857986,787.0,typical_activity
01081,1.0217865390844263,6409.0,typical_activity
01083,1.0256227667502478,2870.0,typical_activity
01085,1.1260287925567103,169.0,typical_activity
01087,1.0282877751088817,217.0,typical_activity
01089,1.0546639702518854,10449.0,typical_activity
01091,1.0219970811377626,494.0,typical_activity
01093,1.0804821043097341,963.0,typical_activity
01095,1.1008356001654904,2937.0,typical_activity
01097,1.0369753623571576,10148.0,typical_activity
01099,1.0199226538469421,448.0,typical_activity
01101,1.0248120501021605,4397.0,typical_activity
01103,1.027886833385217,3698.0,typical_activity
01105,1.2067683138857783,148.0,typical_activity
01107,1.1384099529887304,447.0,typical_activity
01109,1.068665947131724,1042.0,typical_activity
01111,1.0321006517609652,611.0,typical_activity
01113,1.0145472473356907,989.0,typical_activity
01115,1.030993005963976,3941.0,typical_activity
01117,1.0355828601935921,9626.0,typical_activity
01119,1.1155319442373757,213.0,typical_activity
01121,1.029891761948883,2313.0,typical_activity
01123,1.049117882630026,1160.0,typical_activity
01125,1.0080124423126364,7354.0,typical_activity
01127,1.1125507082242958,2100.0,typical_activity
01129,1.0527920217073161,362.0,typical_activity
01131,1.0658886796772593,127.0,typical_activity
01133,1.1173759251140878,500.0,typical_activity
02013,,2.0,typical_activity
02016,4.40166945699669,4.0,typical_activity
02020,1.0095727488700628,2685.0,typical_activity
02050,1.5040938307455696,20.0,typical_activity
02068,4.3772094603861404,6.0,typical_activity
02070,1.1293662729138443,2.0,typical_activity
02090,1.011674496428052,587.0,typical_activity
02100,1.690692772835124,6.0,typical_activity
02105,8.208704567491033,6.0,typical_activity
02110,1.044644739502882,178.0,typical_activity
02122,1.0518552443920341,440.0,typical_activity
02130,1.133136140097813,89.0,typical_activity
02150,1.0911734627964187,88.0,typical_activity
02158,,,typical_activity
02170,1.0141141946556793,1185.0,typical_activity
02180,1.9623771776126826,14.0,typical_activity
02185,1.113547765786499,69.0,typical_activity
02188,10.52983699377539,9.0,typical_activity
02195,13.718754570130342,5.0,typical_activity
02198,2.8456795811485978,9.0,typical_activity
02220,1.801967698963382,27.0,typical_activity
02230,3.8880687210779783,5.0,typical_activity
02240,2.347741069828683,16.0,typical_activity
02261,1.3308372549682554,32.0,typical_activity
02275,5.461884925189706,5.0,typical_activity
02290,2.9050445736038406,5.0,typical_activity
04001,1.0665274796313007,204.0,typical_activity
04003,1.0719984412039592,1324.0,typical_activity
04005,1.1082784851614578,1812.0,typical_activity
04007,1.0638459648367282,472.0,typical_activity
04009,1.0201164336573068,344.0,typical_activity
04011,1.0488312643524982,69.0,typical_activity
04012,1.1990119724855937,257.0,typical_activity
04013,1.0171339010344085,74270.0,typical_activity
04015,1.0193017517559768,2842.0,typical_activity
04017,1.0393739279905578,618.0,typical_activity
04019,1.0172749856702803,12489.0,typical_activity
04021,1.005696664624234,7093.0,typical_activity
04023,1.011081016969651,357.0,typical_activity
04025,1.0485734019000037,2853.0,typical_activity
04027,1.009176942919488,1783.0,typical_activity
05001,1.0994937316392637,397.0,typical_activity
05003,1.0480823605459635,493.0,typical_activity
05005,1.0497900169663665,646.0,typical_activity
05007,1.0017669250099805,7236.0,typical_activity
05009,1.0197780644292496,890.0,typical_activity
05011,1.0597254987981233,162.0,typical_activity
05013,1.2879958618193195,112.0,typical_activity
05015,1.3162810986281452,374.0,typical_activity
05017,1.0847257395189864,121.0,typical_activity
05019,1.1437579711417958,605.0,typical_activity
05021,1.3191409900229216,384.0,typical_activity
05023,1.0733731597245446,563.0,typical_activity
05025,1.2328485029991303,233.0,typical_activity
05027,1.0548728482754048,597.0,typical_activity
05029,1.068699227745699,488.0,typical_activity
05031,1.0830486008498332,3743.0,typical_activity
05033,0.9976539375728114,1551.0,typical_activity
05035,1.063363825329534,841.0,typical_activity
05037,1.0244420669268877,417.0,typical_activity
05039,1.0875300572220885,86.0,typical_activity
05041,1.1335579797063486,220.0,typical_activity
05043,1.044777713003002,370.0,typical_activity
05045,1.007352980483579,4205.0,typical_activity
05047,1.0523895412745672,377.0,typical_activity
05049,1.2992140519524307,194.0,typical_activity
05051,1.1680962770789423,2383.0,typical_activity
05053,1.0851396839869243,645.0,typical_activity
05055,1.053513446718504,1242.0,typical_activity
05057,1.091149685762647,325.0,typical_activity
05059,1.0649602818279427,818.0,typical_activity
05061,1.1081060095961541,263.0,typical_activity
