date,week,location_id,name,location_resolution,state_of_emergency,shelter_in_place,days_since_1st_case,date_of_1st_case,collapsed_measure
2020-02-18,6,19,Iowa,state,2020-03-17,,-19,2020-03-08,0.8945474189095104
2020-02-18,6,48,Texas,state,2020-03-19,2020-04-02,6,2020-02-12,0.9910433656895137
2020-02-19,7,53,Washington,state,2020-02-29,2020-03-23,29,2020-01-21,0.9742380774757446
2020-02-19,7,06,California,state,2020-03-04,2020-03-19,25,2020-01-25,1.003463655229861
2020-02-19,7,15,Hawaii,state,2020-03-04,2020-03-25,-16,2020-03-06,1.2135823224207414
2020-02-19,7,24,Maryland,state,2020-03-05,2020-03-30,-15,2020-03-05,0.9657214536459918
2020-02-19,7,18,Indiana,state,2020-03-06,2020-03-24,-16,2020-03-06,0.9737258650345858
2020-02-19,7,21,Kentucky,state,2020-03-06,2020-03-26,-16,2020-03-06,0.9222384826389436
2020-02-19,7,42,Pennsylvania,state,2020-03-06,2020-04-01,-16,2020-03-06,0.9928627051872071
2020-02-19,7,49,Utah,state,2020-03-06,,-6,2020-02-25,0.965193227037534
2020-02-19,7,36,New York,state,2020-03-07,2020-03-22,-11,2020-03-01,1.171566035003767
2020-02-19,7,41,Oregon,state,2020-03-08,2020-03-23,-9,2020-02-28,0.9854408300880255
2020-02-19,7,12,Florida,state,2020-03-09,2020-04-03,-11,2020-03-01,1.0369458327607466
2020-02-19,7,17,Illinois,state,2020-03-09,2020-03-21,26,2020-01-24,0.9946495242299686
2020-02-19,7,34,New Jersey,state,2020-03-09,2020-03-21,-14,2020-03-04,1.0141277141956302
2020-02-19,7,39,Ohio,state,2020-03-09,2020-03-24,-19,2020-03-09,0.9445360020399197
2020-02-19,7,44,Rhode Island,state,2020-03-09,2020-03-28,-11,2020-03-01,1.0158623801182414
2020-02-19,7,09,Connecticut,state,2020-03-10,2020-03-23,-18,2020-03-08,1.009375667680276
2020-02-19,7,25,Massachusetts,state,2020-03-10,2020-03-24,18,2020-02-01,1.1003873939028903
2020-02-19,7,26,Michigan,state,2020-03-10,2020-03-24,-20,2020-03-10,0.9592003771057446
2020-02-19,7,37,North Carolina,state,2020-03-10,2020-03-30,-13,2020-03-03,1.0032258899858442
2020-02-19,7,02,Alaska,state,2020-03-11,2020-03-28,-22,2020-03-12,0.9262789071224314
2020-02-19,7,04,Arizona,state,2020-03-11,2020-03-31,24,2020-01-26,1.0263980384155449
2020-02-19,7,05,Arkansas,state,2020-03-11,,-21,2020-03-11,0.9509106332691953
2020-02-19,7,08,Colorado,state,2020-03-11,2020-03-26,-15,2020-03-05,1.0028292774834846
2020-02-19,7,11,District of Columbia,state,2020-03-11,2020-04-01,-17,2020-03-07,0.9059817051504934
2020-02-19,7,22,Louisiana,state,2020-03-11,2020-03-23,-19,2020-03-09,0.998548459399815
2020-02-19,7,35,New Mexico,state,2020-03-11,2020-03-24,-21,2020-03-11,1.0137654078689093
2020-02-19,7,20,Kansas,state,2020-03-12,2020-03-30,-17,2020-03-07,1.0531724717044015
2020-02-19,7,30,Montana,state,2020-03-12,2020-03-28,-23,2020-03-13,1.095604139509962
2020-02-19,7,32,Nevada,state,2020-03-12,2020-03-31,-15,2020-03-05,0.9697263876720351
2020-02-19,7,47,Tennessee,state,2020-03-12,2020-04-02,-15,2020-03-05,1.027226389766893
2020-02-19,7,51,Virginia,state,2020-03-12,2020-03-30,-17,2020-03-07,0.9630736337001093
2020-02-19,7,55,Wisconsin,state,2020-03-12,2020-03-25,14,2020-02-05,0.945270864609328
2020-02-19,7,01,Alabama,state,2020-03-13,2020-04-04,-23,2020-03-13,1.0440520342583344
2020-02-19,7,10,Delaware,state,2020-03-13,2020-03-24,-21,2020-03-11,0.9988585232291213
2020-02-19,7,16,Idaho,state,2020-03-13,2020-03-25,-23,2020-03-13,0.9711953103458718
2020-02-19,7,27,Minnesota,state,2020-03-13,2020-03-27,-16,2020-03-06,0.9668348684599976
2020-02-19,7,29,Missouri,state,2020-03-13,2020-04-06,-17,2020-03-07,0.9591491810298233
2020-02-19,7,31,Nebraska,state,2020-03-13,,2,2020-02-17,0.9475939598513686
2020-02-19,7,33,New Hampshire,state,2020-03-13,2020-03-27,-12,2020-03-02,1.1256972702133152
2020-02-19,7,38,North Dakota,state,2020-03-13,,-21,2020-03-11,0.9748992898316927
2020-02-19,7,45,South Carolina,state,2020-03-13,2020-04-07,-16,2020-03-06,0.9450875552950758
2020-02-19,7,46,South Dakota,state,2020-03-13,,-20,2020-03-10,0.9943855476024912
2020-02-19,7,50,Vermont,state,2020-03-13,2020-03-25,-17,2020-03-07,1.4178553427013594
2020-02-19,7,56,Wyoming,state,2020-03-13,,-21,2020-03-11,1.0301440694934512
2020-02-19,7,13,Georgia,state,2020-03-14,2020-04-03,-12,2020-03-02,1.0222866223346683
2020-02-19,7,28,Mississippi,state,2020-03-14,2020-03-31,-21,2020-03-11,0.9830062148430617
2020-02-19,7,23,Maine,state,2020-03-15,2020-04-02,-22,2020-03-12,1.7787291049083755
2020-02-19,7,40,Oklahoma,state,2020-03-15,,-16,2020-03-06,0.9869200046834562
2020-02-19,7,54,West Virginia,state,2020-03-16,2020-03-24,-27,2020-03-17,0.9615634341078062
2020-02-19,7,19,Iowa,state,2020-03-17,,-18,2020-03-08,1.3716243057064892
2020-02-19,7,48,Texas,state,2020-03-19,2020-04-02,7,2020-02-12,0.9943579007027238
2020-02-20,7,53,Washington,state,2020-02-29,2020-03-23,30,2020-01-21,0.9802993991009729
2020-02-20,7,06,California,state,2020-03-04,2020-03-19,26,2020-01-25,1.0023948575505275
2020-02-20,7,15,Hawaii,state,2020-03-04,2020-03-25,-15,2020-03-06,1.0660995644302547
2020-02-20,7,24,Maryland,state,2020-03-05,2020-03-30,-14,2020-03-05,0.9482321872672097
2020-02-20,7,18,Indiana,state,2020-03-06,2020-03-24,-15,2020-03-06,1.028031491301199
2020-02-20,7,21,Kentucky,state,2020-03-06,2020-03-26,-15,2020-03-06,0.9228018314510922
2020-02-20,7,42,Pennsylvania,state,2020-03-06,2020-04-01,-15,2020-03-06,0.9709033895517744
2020-02-20,7,49,Utah,state,2020-03-06,,-5,2020-02-25,0.99977174448366
2020-02-20,7,36,New York,state,2020-03-07,2020-03-22,-10,2020-03-01,1.0549569772150245
2020-02-20,7,41,Oregon,state,2020-03-08,2020-03-23,-8,2020-02-28,0.9250782006199404
2020-02-20,7,12,Florida,state,2020-03-09,2020-04-03,-10,2020-03-01,1.0167759846236724
2020-02-20,7,17,Illinois,state,2020-03-09,2020-03-21,27,2020-01-24,0.9717066270286195
2020-02-20,7,34,New Jersey,state,2020-03-09,2020-03-21,-13,2020-03-04,0.9739229582384202
2020-02-20,7,39,Ohio,state,2020-03-09,2020-03-24,-18,2020-03-09,0.9889870173818501
2020-02-20,7,44,Rhode Island,state,2020-03-09,2020-03-28,-10,2020-03-01,0.8871793079915747
2020-02-20,7,09,Connecticut,state,2020-03-10,2020-03-23,-17,2020-03-08,1.004008726920331
2020-02-20,7,25,Massachusetts,state,2020-03-10,2020-03-24,19,2020-02-01,1.0409659528353372
2020-02-20,7,26,Michigan,state,2020-03-10,2020-03-24,-19,2020-03-10,0.985224195535421
2020-02-20,7,37,North Carolina,state,2020-03-10,2020-03-30,-12,2020-03-03,0.7973604654230879
2020-02-20,7,02,Alaska,state,2020-03-11,2020-03-28,-21,2020-03-12,0.9512275195182199
2020-02-20,7,04,Arizona,state,2020-03-11,2020-03-31,25,2020-01-26,0.9687083824834274
2020-02-20,7,05,Arkansas,state,2020-03-11,,-20,2020-03-11,0.9628615847993496
2020-02-20,7,08,Colorado,state,2020-03-11,2020-03-26,-14,2020-03-05,1.0219977809765584
2020-02-20,7,11,District of Columbia,state,2020-03-11,2020-04-01,-16,2020-03-07,1.1439867108902828
2020-02-20,7,22,Louisiana,state,2020-03-11,2020-03-23,-18,2020-03-09,0.989643998978304
2020-02-20,7,35,New Mexico,state,2020-03-11,2020-03-24,-20,2020-03-11,0.9549785318517588
2020-02-20,7,20,Kansas,state,2020-03-12,2020-03-30,-16,2020-03-07,0.950180093720388
2020-02-20,7,30,Montana,state,2020-03-12,2020-03-28,-22,2020-03-13,1.030153190170364
2020-02-20,7,32,Nevada,state,2020-03-12,2020-03-31,-14,2020-03-05,1.0375209580242417
2020-02-20,7,47,Tennessee,state,2020-03-12,2020-04-02,-14,2020-03-05,0.958998154377629
2020-02-20,7,51,Virginia,state,2020-03-12,2020-03-30,-16,2020-03-07,0.9568581025605059
2020-02-20,7,55,Wisconsin,state,2020-03-12,2020-03-25,15,2020-02-05,0.9284957400698218
2020-02-20,7,01,Alabama,state,2020-03-13,2020-04-04,-22,2020-03-13,0.9505834373219612
2020-02-20,7,10,Delaware,state,2020-03-13,2020-03-24,-20,2020-03-11,0.9996767953193073
2020-02-20,7,16,Idaho,state,2020-03-13,2020-03-25,-22,2020-03-13,1.0164203740651405
2020-02-20,7,27,Minnesota,state,2020-03-13,2020-03-27,-15,2020-03-06,0.9688485169861886
2020-02-20,7,29,Missouri,state,2020-03-13,2020-04-06,-16,2020-03-07,1.0579219311794685
2020-02-20,7,31,Nebraska,state,2020-03-13,,3,2020-02-17,1.4251023922854122
2020-02-20,7,33,New Hampshire,state,2020-03-13,2020-03-27,-11,2020-03-02,1.3998317925752968
2020-02-20,7,38,North Dakota,state,2020-03-13,,-20,2020-03-11,1.0780192423012267
2020-02-20,7,45,South Carolina,state,2020-03-13,2020-04-07,-15,2020-03-06,0.8428887767052875
2020-02-20,7,46,South Dakota,state,2020-03-13,,-19,2020-03-10,0.9898812755024057
2020-02-20,7,50,Vermont,state,2020-03-13,2020-03-25,-16,2020-03-07,1.594926967036728
2020-02-20,7,56,Wyoming,state,2020-03-13,,-20,2020-03-11,1.0424568897350868
2020-02-20,7,13,Georgia,state,2020-03-14,2020-04-03,-11,2020-03-02,0.934522755486307
2020-02-20,7,28,Mississippi,state,2020-03-14,2020-03-31,-20,2020-03-11,0.8794597612883139
2020-02-20,7,23,Maine,state,2020-03-15,2020-04-02,-21,2020-03-12,1.502103280599649
2020-02-20,7,40,Oklahoma,state,2020-03-15,,-15,2020-03-06,0.9374200111462806
2020-02-20,7,54,West Virginia,state,2020-03-16,2020-03-24,-26,2020-03-17,1.3763740650276104
2020-02-20,7,19,Iowa,state,2020-03-17,,-17,2020-03-08,2.128669778772817
2020-02-20,7,48,Texas,state,2020-03-19,2020-04-02,8,2020-02-12,0.9439325436565409
2020-02-21,7,53,Washington,state,2020-02-29,2020-03-23,31,2020-01-21,1.0002439966751389
2020-02-21,7,06,California,state,2020-03-04,2020-03-19,27,2020-01-25,0.9998671501323159
2020-02-21,7,15,Hawaii,state,2020-03-04,2020-03-25,-14,2020-03-06,1.1002463161380212
2020-02-21,7,24,Maryland,state,2020-03-05,2020-03-30,-13,2020-03-05,0.9605782765764217
2020-02-21,7,18,Indiana,state,2020-03-06,2020-03-24,-14,2020-03-06,1.08877226550554
2020-02-21,7,21,Kentucky,state,2020-03-06,2020-03-26,-14,2020-03-06,0.8842210127064615
2020-02-21,7,42,Pennsylvania,state,2020-03-06,2020-04-01,-14,2020-03-06,1.1273884053558516
2020-02-21,7,49,Utah,state,2020-03-06,,-4,2020-02-25,0.9985075883094631
2020-02-21,7,36,New York,state,2020-03-07,2020-03-22,-9,2020-03-01,1.0625312474562436
2020-02-21,7,41,Oregon,state,2020-03-08,2020-03-23,-7,2020-02-28,0.9917468288698136
2020-02-21,7,12,Florida,state,2020-03-09,2020-04-03,-9,2020-03-01,0.9742378362021132
2020-02-21,7,17,Illinois,state,2020-03-09,2020-03-21,28,2020-01-24,0.9831798727213711
2020-02-21,7,34,New Jersey,state,2020-03-09,2020-03-21,-12,2020-03-04,0.9564439946490966
2020-02-21,7,39,Ohio,state,2020-03-09,2020-03-24,-17,2020-03-09,0.9862230074753412
2020-02-21,7,44,Rhode Island,state,2020-03-09,2020-03-28,-9,2020-03-01,0.9147653325660192
2020-02-21,7,09,Connecticut,state,2020-03-10,2020-03-23,-16,2020-03-08,1.0334099947342217
2020-02-21,7,25,Massachusetts,state,2020-03-10,2020-03-24,20,2020-02-01,1.0311725729766072
2020-02-21,7,26,Michigan,state,2020-03-10,2020-03-24,-18,2020-03-10,0.9491390299811958
2020-02-21,7,37,North Carolina,state,2020-03-10,2020-03-30,-11,2020-03-03,0.9190644300809708
2020-02-21,7,02,Alaska,state,2020-03-11,2020-03-28,-20,2020-03-12,0.8405545435654181
2020-02-21,7,04,Arizona,state,2020-03-11,2020-03-31,26,2020-01-26,0.9115596022982063
2020-02-21,7,05,Arkansas,state,2020-03-11,,-19,2020-03-11,1.005242156864041
2020-02-21,7,08,Colorado,state,2020-03-11,2020-03-26,-13,2020-03-05,1.0648138503409326
2020-02-21,7,11,District of Columbia,state,2020-03-11,2020-04-01,-15,2020-03-07,0.940571222643189
2020-02-21,7,22,Louisiana,state,2020-03-11,2020-03-23,-17,2020-03-09,1.190965001723104
2020-02-21,7,35,New Mexico,state,2020-03-11,2020-03-24,-19,2020-03-11,1.0764359434962234
2020-02-21,7,20,Kansas,state,2020-03-12,2020-03-30,-15,2020-03-07,0.9895873172923997
2020-02-21,7,30,Montana,state,2020-03-12,2020-03-28,-21,2020-03-13,1.0265973455786326
2020-02-21,7,32,Nevada,state,2020-03-12,2020-03-31,-13,2020-03-05,1.0587178651792002
2020-02-21,7,47,Tennessee,state,2020-03-12,2020-04-02,-13,2020-03-05,0.9814713290585275
2020-02-21,7,51,Virginia,state,2020-03-12,2020-03-30,-15,2020-03-07,1.05474459737965
2020-02-21,7,55,Wisconsin,state,2020-03-12,2020-03-25,16,2020-02-05,0.9644703619095302
2020-02-21,7,01,Alabama,state,2020-03-13,2020-04-04,-21,2020-03-13,0.9818807944424129
2020-02-21,7,10,Delaware,state,2020-03-13,2020-03-24,-19,2020-03-11,1.0610398793810818
2020-02-21,7,16,Idaho,state,2020-03-13,2020-03-25,-21,2020-03-13,0.9844739794540284
2020-02-21,7,27,Minnesota,state,2020-03-13,2020-03-27,-14,2020-03-06,0.9736320803270994
2020-02-21,7,29,Missouri,state,2020-03-13,2020-04-06,-15,2020-03-07,0.9831464548624025
2020-02-21,7,31,Nebraska,state,2020-03-13,,4,2020-02-17,1.881840640455193
2020-02-21,7,33,New Hampshire,state,2020-03-13,2020-03-27,-10,2020-03-02,1.1846651889047746
2020-02-21,7,38,North Dakota,state,2020-03-13,,-19,2020-03-11,1.1986934426912612
2020-02-21,7,45,South Carolina,state,2020-03-13,2020-04-07,-14,2020-03-06,0.9133740909666265
2020-02-21,7,46,South Dakota,state,2020-03-13,,-18,2020-03-10,0.9846109372133666
2020-02-21,7,50,Vermont,state,2020-03-13,2020-03-25,-15,2020-03-07,1.0326463908875507
2020-02-21,7,56,Wyoming,state,2020-03-13,,-19,2020-03-11,1.001747114717028
2020-02-21,7,13,Georgia,state,2020-03-14,2020-04-03,-10,2020-03-02,0.9122740097992006
2020-02-21,7,28,Mississippi,state,2020-03-14,2020-03-31,-19,2020-03-11,0.99885671637275
2020-02-21,7,23,Maine,state,2020-03-15,2020-04-02,-20,2020-03-12,1.2255363842174047
2020-02-21,7,40,Oklahoma,state,2020-03-15,,-14,2020-03-06,0.9719707012808492
2020-02-21,7,54,West Virginia,state,2020-03-16,2020-03-24,-25,2020-03-17,1.1007467755126765
2020-02-21,7,19,Iowa,state,2020-03-17,,-16,2020-03-08,2.457192987240155
2020-02-21,7,48,Texas,state,2020-03-19,2020-04-02,9,2020-02-12,0.9669392417857754
2020-02-22,7,53,Washington,state,2020-02-29,2020-03-23,32,2020-01-21,1.0630019636322243
2020-02-22,7,06,California,state,2020-03-04,2020-03-19,28,2020-01-25,0.9975290173194861
2020-02-22,7,15,Hawaii,state,2020-03-04,2020-03-25,-13,2020-03-06,0.9882920918503527
2020-02-22,7,24,Maryland,state,2020-03-05,2020-03-30,-12,2020-03-05,0.997079660158627
2020-02-22,7,18,Indiana,state,2020-03-06,2020-03-24,-13,2020-03-06,1.0497657853195033
2020-02-22,7,21,Kentucky,state,2020-03-06,2020-03-26,-13,2020-03-06,1.001018536037312
2020-02-22,7,42,Pennsylvania,state,2020-03-06,2020-04-01,-13,2020-03-06,1.092350648732184
2020-02-22,7,49,Utah,state,2020-03-06,,-3,2020-02-25,1.1187136732850897
2020-02-22,7,36,New York,state,2020-03-07,2020-03-22,-8,2020-03-01,1.063022169031916
2020-02-22,7,41,Oregon,state,2020-03-08,2020-03-23,-6,2020-02-28,0.9386910345831394
2020-02-22,7,12,Florida,state,2020-03-09,2020-04-03,-8,2020-03-01,0.9443046390482897
2020-02-22,7,17,Illinois,state,2020-03-09,2020-03-21,29,2020-01-24,0.9571242664537257
2020-02-22,7,34,New Jersey,state,2020-03-09,2020-03-21,-11,2020-03-04,1.0524191051580842
2020-02-22,7,39,Ohio,state,2020-03-09,2020-03-24,-16,2020-03-09,1.0552787393457892
2020-02-22,7,44,Rhode Island,state,2020-03-09,2020-03-28,-8,2020-03-01,0.9976587468858374
2020-02-22,7,09,Connecticut,state,2020-03-10,2020-03-23,-15,2020-03-08,1.0715781588163782
2020-02-22,7,25,Massachusetts,state,2020-03-10,2020-03-24,21,2020-02-01,1.0824860572982993
2020-02-22,7,26,Michigan,state,2020-03-10,2020-03-24,-17,2020-03-10,1.19776562264476
2020-02-22,7,37,North Carolina,state,2020-03-10,2020-03-30,-10,2020-03-03,1.0087204178159495
2020-02-22,7,02,Alaska,state,2020-03-11,2020-03-28,-19,2020-03-12,1.0055642550695651
2020-02-22,7,04,Arizona,state,2020-03-11,2020-03-31,27,2020-01-26,0.9033348268375551
2020-02-22,7,05,Arkansas,state,2020-03-11,,-18,2020-03-11,1.094463718635463
2020-02-22,7,08,Colorado,state,2020-03-11,2020-03-26,-12,2020-03-05,1.0558162304081289
2020-02-22,7,11,District of Columbia,state,2020-03-11,2020-04-01,-14,2020-03-07,1.0347149412794452
2020-02-22,7,22,Louisiana,state,2020-03-11,2020-03-23,-16,2020-03-09,1.374824035937964
2020-02-22,7,35,New Mexico,state,2020-03-11,2020-03-24,-18,2020-03-11,1.1257297028425506
2020-02-22,7,20,Kansas,state,2020-03-12,2020-03-30,-14,2020-03-07,0.9577488421615409
2020-02-22,7,30,Montana,state,2020-03-12,2020-03-28,-20,2020-03-13,1.0791684612404169
2020-02-22,7,32,Nevada,state,2020-03-12,2020-03-31,-12,2020-03-05,1.1067419580483182
2020-02-22,7,47,Tennessee,state,2020-03-12,2020-04-02,-12,2020-03-05,1.0657106828879794
2020-02-22,7,51,Virginia,state,2020-03-12,2020-03-30,-14,2020-03-07,1.027992511498218
2020-02-22,7,55,Wisconsin,state,2020-03-12,2020-03-25,17,2020-02-05,0.9966250986724962
2020-02-22,7,01,Alabama,state,2020-03-13,2020-04-04,-20,2020-03-13,1.0540000019671238
2020-02-22,7,10,Delaware,state,2020-03-13,2020-03-24,-18,2020-03-11,1.0195553785946798
2020-02-22,7,16,Idaho,state,2020-03-13,2020-03-25,-20,2020-03-13,1.0459665696211555
2020-02-22,7,27,Minnesota,state,2020-03-13,2020-03-27,-13,2020-03-06,0.9921366257768588
2020-02-22,7,29,Missouri,state,2020-03-13,2020-04-06,-14,2020-03-07,0.9582427297365265
2020-02-22,7,31,Nebraska,state,2020-03-13,,5,2020-02-17,1.2570706455957368
2020-02-22,7,33,New Hampshire,state,2020-03-13,2020-03-27,-9,2020-03-02,1.2838199381261983
2020-02-22,7,38,North Dakota,state,2020-03-13,,-18,2020-03-11,1.2637497658024106
2020-02-22,7,45,South Carolina,state,2020-03-13,2020-04-07,-13,2020-03-06,1.0113398919647183
2020-02-22,7,46,South Dakota,state,2020-03-13,,-17,2020-03-10,0.9038058986114886
2020-02-22,7,50,Vermont,state,2020-03-13,2020-03-25,-14,2020-03-07,1.015385296349119
2020-02-22,7,56,Wyoming,state,2020-03-13,,-18,2020-03-11,0.9666048100425874
2020-02-22,7,13,Georgia,state,2020-03-14,2020-04-03,-9,2020-03-02,1.0156981329402166
2020-02-22,7,28,Mississippi,state,2020-03-14,2020-03-31,-18,2020-03-11,1.0555604360032615
2020-02-22,7,23,Maine,state,2020-03-15,2020-04-02,-19,2020-03-12,1.075095016470253
2020-02-22,7,40,Oklahoma,state,2020-03-15,,-13,2020-03-06,1.0273691781618512
2020-02-22,7,54,West Virginia,state,2020-03-16,2020-03-24,-24,2020-03-17,0.9377597202898915
2020-02-22,7,19,Iowa,state,2020-03-17,,-15,2020-03-08,1.2737692118342372
2020-02-22,7,48,Texas,state,2020-03-19,2020-04-02,10,2020-02-12,1.0341693282682947
2020-02-23,7,53,Washington,state,2020-02-29,2020-03-23,33,2020-01-21,0.9697804021420217
2020-02-23,7,06,California,state,2020-03-04,2020-03-19,29,2020-01-25,1.0405066274045867
2020-02-23,7,15,Hawaii,state,2020-03-04,2020-03-25,-12,2020-03-06,1.1111942294405543
2020-02-23,7,24,Maryland,state,2020-03-05,2020-03-30,-11,2020-03-05,0.9708909019148838
2020-02-23,7,18,Indiana,state,2020-03-06,2020-03-24,-12,2020-03-06,0.9827358510305088
2020-02-23,7,21,Kentucky,state,2020-03-06,2020-03-26,-12,2020-03-06,1.0517059297720721
2020-02-23,7,42,Pennsylvania,state,2020-03-06,2020-04-01,-12,2020-03-06,1.0702212400873223
2020-02-23,7,49,Utah,state,2020-03-06,,-2,2020-02-25,1.0598326117040784
2020-02-23,7,36,New York,state,2020-03-07,2020-03-22,-7,2020-03-01,1.0340404843509623
2020-02-23,7,41,Oregon,state,2020-03-08,2020-03-23,-5,2020-02-28,0.9959226030059402
2020-02-23,7,12,Florida,state,2020-03-09,2020-04-03,-7,2020-03-01,0.9281931275658936
2020-02-23,7,17,Illinois,state,2020-03-09,2020-03-21,30,2020-01-24,1.0440292166981358
2020-02-23,7,34,New Jersey,state,2020-03-09,2020-03-21,-10,2020-03-04,1.065749859236529
2020-02-23,7,39,Ohio,state,2020-03-09,2020-03-24,-15,2020-03-09,1.017302661148058
2020-02-23,7,44,Rhode Island,state,2020-03-09,2020-03-28,-7,2020-03-01,0.8998812913110248
2020-02-23,7,09,Connecticut,state,2020-03-10,2020-03-23,-14,2020-03-08,1.0159841855831921
2020-02-23,7,25,Massachusetts,state,2020-03-10,2020-03-24,22,2020-02-01,1.0895942900490467
2020-02-23,7,26,Michigan,state,2020-03-10,2020-03-24,-16,2020-03-10,1.0346765073127733
2020-02-23,7,37,North Carolina,state,2020-03-10,2020-03-30,-9,2020-03-03,0.9827462893038516
2020-02-23,7,02,Alaska,state,2020-03-11,2020-03-28,-18,2020-03-12,1.10373289872883
2020-02-23,7,04,Arizona,state,2020-03-11,2020-03-31,28,2020-01-26,1.0044812978641577
2020-02-23,7,05,Arkansas,state,2020-03-11,,-17,2020-03-11,1.058703741564204
2020-02-23,7,08,Colorado,state,2020-03-11,2020-03-26,-11,2020-03-05,1.0541648079830475
2020-02-23,7,11,District of Columbia,state,2020-03-11,2020-04-01,-13,2020-03-07,1.1543572590543856
2020-02-23,7,22,Louisiana,state,2020-03-11,2020-03-23,-15,2020-03-09,1.7768228243423538
2020-02-23,7,35,New Mexico,state,2020-03-11,2020-03-24,-17,2020-03-11,1.0038347418522962
2020-02-23,7,20,Kansas,state,2020-03-12,2020-03-30,-13,2020-03-07,1.005978605853535
2020-02-23,7,30,Montana,state,2020-03-12,2020-03-28,-19,2020-03-13,1.0716221571103686
2020-02-23,7,32,Nevada,state,2020-03-12,2020-03-31,-11,2020-03-05,1.152115513558465
2020-02-23,7,47,Tennessee,state,2020-03-12,2020-04-02,-11,2020-03-05,0.9710490470836309
2020-02-23,7,51,Virginia,state,2020-03-12,2020-03-30,-13,2020-03-07,1.0426511956712725
2020-02-23,7,55,Wisconsin,state,2020-03-12,2020-03-25,18,2020-02-05,1.0390092420567016
2020-02-23,7,01,Alabama,state,2020-03-13,2020-04-04,-19,2020-03-13,1.0474986327400138
2020-02-23,7,10,Delaware,state,2020-03-13,2020-03-24,-17,2020-03-11,1.0222298679675184
2020-02-23,7,16,Idaho,state,2020-03-13,2020-03-25,-19,2020-03-13,1.062303651877774
2020-02-23,7,27,Minnesota,state,2020-03-13,2020-03-27,-12,2020-03-06,1.0596150328038692
2020-02-23,7,29,Missouri,state,2020-03-13,2020-04-06,-13,2020-03-07,1.0361960577562954
2020-02-23,7,31,Nebraska,state,2020-03-13,,6,2020-02-17,1.0483336424258636
2020-02-23,7,33,New Hampshire,state,2020-03-13,2020-03-27,-8,2020-03-02,1.2997985581678744
2020-02-23,7,38,North Dakota,state,2020-03-13,,-17,2020-03-11,1.0671905846285055
2020-02-23,7,45,South Carolina,state,2020-03-13,2020-04-07,-12,2020-03-06,0.9963405485866906
2020-02-23,7,46,South Dakota,state,2020-03-13,,-16,2020-03-10,1.0396328535650083
2020-02-23,7,50,Vermont,state,2020-03-13,2020-03-25,-13,2020-03-07,1.0093944138615722
2020-02-23,7,56,Wyoming,state,2020-03-13,,-17,2020-03-11,1.021869913839216
2020-02-23,7,13,Georgia,state,2020-03-14,2020-04-03,-8,2020-03-02,1.104933777887035
2020-02-23,7,28,Mississippi,state,2020-03-14,2020-03-31,-17,2020-03-11,1.0418555029689271
2020-02-23,7,23,Maine,state,2020-03-15,2020-04-02,-18,2020-03-12,0.9923448743258434
2020-02-23,7,40,Oklahoma,state,2020-03-15,,-12,2020-03-06,0.9792823545656466
2020-02-23,7,54,West Virginia,state,2020-03-16,2020-03-24,-23,2020-03-17,1.0480860572713755
2020-02-23,7,19,Iowa,state,2020-03-17,,-14,2020-03-08,1.0592598487284042
2020-02-23,7,48,Texas,state,2020-03-19,2020-04-02,11,2020-02-12,0.9946939050764554
2020-02-24,7,53,Washington,state,2020-02-29,2020-03-23,34,2020-01-21,0.8986417486337173
2020-02-24,7,06,California,state,2020-03-04,2020-03-19,30,2020-01-25,0.9561800054940849
2020-02-24,7,15,Hawaii,state,2020-03-04,2020-03-25,-11,2020-03-06,0.9949554714871583
2020-02-24,7,24,Maryland,state,2020-03-05,2020-03-30,-10,2020-03-05,0.966831373868796
2020-02-24,7,18,Indiana,state,2020-03-06,2020-03-24,-11,2020-03-06,0.8640567544955884
2020-02-24,7,21,Kentucky,state,2020-03-06,2020-03-26,-11,2020-03-06,1.0237364852266466
2020-02-24,7,42,Pennsylvania,state,2020-03-06,2020-04-01,-11,2020-03-06,1.0267869626044217
2020-02-24,7,49,Utah,state,2020-03-06,,-1,2020-02-25,1.019656471822108
2020-02-24,7,36,New York,state,2020-03-07,2020-03-22,-6,2020-03-01,1.003483478832586
2020-02-24,7,41,Oregon,state,2020-03-08,2020-03-23,-4,2020-02-28,0.9364102498620327
2020-02-24,7,12,Florida,state,2020-03-09,2020-04-03,-6,2020-03-01,0.9791668312563705
2020-02-24,7,17,Illinois,state,2020-03-09,2020-03-21,31,2020-01-24,0.9337916763538803
2020-02-24,7,34,New Jersey,state,2020-03-09,2020-03-21,-9,2020-03-04,0.9176789193789218
2020-02-24,7,39,Ohio,state,2020-03-09,2020-03-24,-14,2020-03-09,0.9140461643434361
2020-02-24,7,44,Rhode Island,state,2020-03-09,2020-03-28,-6,2020-03-01,0.9087176084413772
2020-02-24,7,09,Connecticut,state,2020-03-10,2020-03-23,-13,2020-03-08,0.9373471115257129
2020-02-24,7,25,Massachusetts,state,2020-03-10,2020-03-24,23,2020-02-01,0.9531394823202278
2020-02-24,7,26,Michigan,state,2020-03-10,2020-03-24,-15,2020-03-10,0.9376769807813213
2020-02-24,7,37,North Carolina,state,2020-03-10,2020-03-30,-8,2020-03-03,0.8875342304644648
2020-02-24,7,02,Alaska,state,2020-03-11,2020-03-28,-17,2020-03-12,0.9971195682862904
2020-02-24,7,04,Arizona,state,2020-03-11,2020-03-31,29,2020-01-26,0.9688983328228568
