msa_id	msa_name	month	civilian_labor_force	num_employed	num_unemployed	rate_unemployed	teleworkable_manual_emp	teleworkable_manual_wage	teleworkable_emp	teleworkable_wage	num_home_users	distinct_users_with_contacts_percent	commuters_home_percent	commuters_work_percent	distinct_edges_percent	mobility_home_percent	total_edges_percent
10180	Abilene, TX	1	79552.0	77058.0	2494.0	0.0313505631536605	0.27246296	0.30905688	0.32867125	0.35754040000000004	4320.677419354839	0.9633313810299702	0.7015665994345318	0.701046407771689	0.9406564751795684	0.9924776764354653	1.1016578796925471
10180	Abilene, TX	2	80086.0	77693.0	2393.0	0.02988037859301252	0.27246296	0.30905688	0.32867125	0.35754040000000004	4337.0	0.9821212081465638	0.9122350746361744	0.9110969811795356	0.97235810688339	0.9952481191327232	1.0236902578328566
10180	Abilene, TX	3	78129.0	74732.0	3397.0	0.043479373856058566	0.27246296	0.30905688	0.32867125	0.35754040000000004	4337.0	0.8748985942603018	0.7544163014993567	0.7557165390831717	0.5993558598968975	1.001116636736356	0.5094422074204472
10180	Abilene, TX	4	70781.0	64419.0	6362.0	0.08988287817352114	0.27246296	0.30905688	0.32867125	0.35754040000000004	4337.0	0.6416631345788957	0.5127418618645114	0.5098777259951822	0.2902145862217748	0.5317139361231124	0.20903708056785367
10180	Abilene, TX	5	73746.0	67191.0	6555.0	0.08888617687738996	0.27246296	0.30905688	0.32867125	0.35754040000000004	4337.0	0.8134640540810839	0.4647375058607845	0.4600938550213593	0.5199160265294892	0.7845419854384635	0.3971239468839065
10180	Abilene, TX	6	76433.0	71618.0	4815.0	0.06299634974422043	0.27246296	0.30905688	0.32867125	0.35754040000000004	4337.0	0.922082604930212	0.4869251139778213	0.4830302197208089	0.7291474527015838	1.01537754534611	0.658491150182497
10180	Abilene, TX	7	77159.0	72572.0	4587.0	0.059448670926269126	0.27246296	0.30905688	0.32867125	0.35754040000000004	4203.354838709677	0.8790974979841691	0.4542138921444645	0.4502624480872055	0.6034400498937523	1.0790769948558618	0.5898601882617744
10420	Akron, OH	1	356403.0	337472.0	18931.0	0.05311683683919608	0.31823412	0.39422074	0.36687246	0.44169754	12997.645161290322	0.96972608123049	0.6841084656774266	0.6825123633214755	0.9735214421788536	0.9786325266670513	1.0910131577837636
10420	Akron, OH	2	360685.0	343131.0	17554.0	0.048668505759873575	0.31823412	0.39422074	0.36687246	0.44169754	13057.0	0.9978522223923341	0.8966549913130041	0.89479003188758	0.9863695540945818	1.0260408770240153	0.980887876950128
10420	Akron, OH	3	354508.0	335429.0	19079.0	0.05381824951764135	0.31823412	0.39422074	0.36687246	0.44169754	13057.0	0.742023838863515	0.6914336762635562	0.6922245580631577	0.5237840461980106	0.6974759126123709	0.3981174508558041
10420	Akron, OH	4	342178.0	288030.0	54148.0	0.15824512388289136	0.31823412	0.39422074	0.36687246	0.44169754	13057.0	0.5096357946982806	0.3509836759049928	0.3516215580209339	0.19604080830416448	0.3643065407423284	0.12869369195867145
10420	Akron, OH	5	346204.0	303015.0	43189.0	0.12475014731198948	0.31823412	0.39422074	0.36687246	0.44169754	13057.0	0.7247754223638799	0.330086856223552	0.32648443254863796	0.3918148254166043	0.5716653545006937	0.2458609374794185
10420	Akron, OH	6	354477.0	315418.0	39059.0	0.11018768495558244	0.31823412	0.39422074	0.36687246	0.44169754	13057.0	0.9242353475755412	0.3573102872239653	0.3534036059019706	0.6175206317771417	0.8982410019211983	0.4042281581227895
10420	Akron, OH	7	347615.0	316105.0	31510.0	0.0906462609496138	0.31823412	0.39422074	0.36687246	0.44169754	12653.967741935483	0.9063006433323794	0.35599480553437823	0.35530426845670143	0.5516330616336506	1.0172310463401837	0.38059929864717895
10500	Albany, GA	1	67609.0	64728.0	2881.0	0.04261266991081069	0.27158603	0.31853244	0.31485352	0.36687845	2736.8387096774195	0.970444562635556	0.654914723189816	0.6624566276690743	0.9723072360275096	0.9954746083410184	1.2454349298909408
10500	Albany, GA	2	67734.0	64838.0	2896.0	0.04275548469011132	0.27158603	0.31853244	0.31485352	0.36687845	2751.0	0.9979765620137454	0.8914661211474894	0.8960892790461208	0.9597282767131756	1.0065539090931763	0.9500989969048464
